index,open,close,low,high,LONGS_SIGNAL,SHORTS_SIGNAL,LONGS_SIGNAL_PA,SHORTS_SIGNAL_PA
728.0,20311.77,20307.45,20289.36,20316.36,0.0,0.0,0.0,0.0
729.0,20305.99,20255.66,20250.0,20306.27,0.0,0.0,0.0,0.0
730.0,20255.65,20265.76,20255.65,20288.38,0.0,0.0,0.0,0.0
731.0,20265.75,20294.09,20253.57,20298.18,0.0,0.0,0.0,0.0
732.0,20293.24,20283.46,20277.46,20300.31,0.0,0.0,0.0,0.0
733.0,20281.91,20267.02,20261.4,20293.35,0.0,0.0,0.0,0.0
734.0,20268.47,20298.45,20257.6,20301.37,0.0,0.0,0.0,0.0
735.0,20297.72,20316.51,20293.3,20319.04,0.0,1.0,0.0,20319.04
736.0,20312.41,20280.92,20277.53,20312.41,0.0,0.0,0.0,0.0
737.0,20280.9,20286.01,20261.44,20295.92,0.0,0.0,0.0,0.0
738.0,20285.18,20268.29,20246.87,20285.18,0.0,0.0,0.0,0.0
739.0,20267.72,20262.47,20253.19,20281.36,0.0,0.0,0.0,0.0
740.0,20262.47,20277.84,20250.02,20297.23,0.0,1.0,0.0,20297.23
741.0,20279.97,20245.04,20218.24,20283.64,0.0,0.0,0.0,0.0
742.0,20247.56,20218.37,20214.02,20249.58,0.0,0.0,0.0,0.0
743.0,20218.11,20196.03,20164.7,20236.74,0.0,0.0,0.0,0.0
744.0,20195.15,20171.39,20135.0,20197.47,1.0,0.0,20135.0,0.0
745.0,20171.48,20263.69,20164.58,20278.57,0.0,0.0,0.0,0.0
746.0,20263.54,20260.2,20251.22,20285.72,0.0,0.0,0.0,0.0
747.0,20258.21,20230.62,20208.91,20261.44,0.0,0.0,0.0,0.0
748.0,20231.26,20209.75,20205.15,20252.37,0.0,0.0,0.0,0.0
749.0,20206.48,20217.67,20199.77,20235.07,0.0,0.0,0.0,0.0
750.0,20215.75,20229.99,20208.8,20233.93,0.0,0.0,0.0,0.0
751.0,20229.45,20223.17,20217.69,20247.9,0.0,0.0,0.0,0.0
