epoch,timestamp,low,high,open,close,volume;
1641775080.0,2022-01-10T00:38:00.000000Z,41799.23,41838.59,41819.96,41812.86,6.05395053;
1641775140.0,2022-01-10T00:39:00.000000Z,41803.78,41851.55,41812.86,41816.6,15.52606509;
1641775200.0,2022-01-10T00:40:00.000000Z,41801.28,41854.34,41815.09,41824.17,12.81556578;
1641775260.0,2022-01-10T00:41:00.000000Z,41772.46,41828.1,41821.87,41787.17,12.17479897;
1641775320.0,2022-01-10T00:42:00.000000Z,41779.83,41804.04,41790.0,41783.66,11.59236381;
1641775380.0,2022-01-10T00:43:00.000000Z,41665.0,41785.0,41783.66,41702.05,44.3565764;
1641775440.0,2022-01-10T00:44:00.000000Z,41671.21,41729.74,41699.7,41697.03,27.82276771;
1641775500.0,2022-01-10T00:45:00.000000Z,41650.17,41698.91,41698.22,41685.27,22.12612582;
1641775560.0,2022-01-10T00:46:00.000000Z,41668.89,41701.12,41681.36,41700.78,16.5859889;
1641775620.0,2022-01-10T00:47:00.000000Z,41684.87,41740.68,41697.27,41740.68,7.74982244;
1641775680.0,2022-01-10T00:48:00.000000Z,41726.91,41762.57,41740.06,41759.09,12.20024503;
1641775740.0,2022-01-10T00:49:00.000000Z,41694.62,41759.12,41759.11,41722.25,20.26867948;
1641775800.0,2022-01-10T00:50:00.000000Z,41692.79,41733.05,41723.66,41729.18,8.9081175;
1641775860.0,2022-01-10T00:51:00.000000Z,41694.14,41731.75,41725.67,41706.1,10.62736902;
1641775920.0,2022-01-10T00:52:00.000000Z,41698.25,41749.88,41706.1,41740.13,10.00498593;
1641775980.0,2022-01-10T00:53:00.000000Z,41730.51,41761.81,41740.12,41759.78,12.54238278;
1641776040.0,2022-01-10T00:54:00.000000Z,41745.06,41782.49,41761.36,41760.66,8.61713827;
1641776100.0,2022-01-10T00:55:00.000000Z,41726.33,41763.89,41760.66,41735.05,5.12078998;
1641776160.0,2022-01-10T00:56:00.000000Z,41717.31,41743.76,41738.22,41736.81,5.83916008;
1641776220.0,2022-01-10T00:57:00.000000Z,41692.13,41737.15,41734.89,41695.15,9.51981592;
1641776280.0,2022-01-10T00:58:00.000000Z,41686.93,41731.93,41695.14,41693.61,9.68212337;
1641776340.0,2022-01-10T00:59:00.000000Z,41625.0,41697.19,41693.6,41655.56,22.77994421;
1641776400.0,2022-01-10T01:00:00.000000Z,41621.95,41669.81,41655.56,41624.06,7.74589017;
1641776460.0,2022-01-10T01:01:00.000000Z,41600.0,41644.82,41624.39,41634.74,16.47203268;
1641776520.0,2022-01-10T01:02:00.000000Z,41636.38,41672.42,41644.82,41656.41,4.7662918;
1641776580.0,2022-01-10T01:03:00.000000Z,41654.18,41680.54,41656.41,41679.77,6.0191168;
1641776640.0,2022-01-10T01:04:00.000000Z,41668.13,41700.0,41679.77,41689.24,8.70000334;
1641776700.0,2022-01-10T01:05:00.000000Z,41669.9,41708.89,41689.29,41706.42,12.32207085;
1641776760.0,2022-01-10T01:06:00.000000Z,41702.64,41738.07,41706.42,41734.23,6.65655211;
1641776820.0,2022-01-10T01:07:00.000000Z,41703.52,41741.81,41734.22,41737.85,3.81882695;
1641776880.0,2022-01-10T01:08:00.000000Z,41713.8,41738.76,41738.72,41723.94,6.38051938;
1641776940.0,2022-01-10T01:09:00.000000Z,41702.35,41728.86,41725.4,41713.73,5.20195037;
1641777000.0,2022-01-10T01:10:00.000000Z,41710.59,41741.05,41710.6,41722.79,6.30437683;
1641777060.0,2022-01-10T01:11:00.000000Z,41673.68,41722.78,41722.78,41685.07,10.36347216;
1641777120.0,2022-01-10T01:12:00.000000Z,41685.33,41720.35,41685.34,41717.91,6.75254602;
1641777180.0,2022-01-10T01:13:00.000000Z,41712.96,41746.56,41717.24,41745.29,4.21788927;
1641777240.0,2022-01-10T01:14:00.000000Z,41716.98,41789.81,41746.2,41736.18,15.53129062;
1641777300.0,2022-01-10T01:15:00.000000Z,41708.03,41745.39,41737.58,41735.02,5.16681636;
1641777360.0,2022-01-10T01:16:00.000000Z,41705.52,41735.01,41735.01,41713.06,4.05419568;
1641777420.0,2022-01-10T01:17:00.000000Z,41682.2,41713.51,41703.67,41691.16,9.20083944;
1641777480.0,2022-01-10T01:18:00.000000Z,41684.85,41720.57,41691.16,41717.61,4.67326704;
1641777540.0,2022-01-10T01:19:00.000000Z,41711.98,41749.35,41716.84,41740.37,4.2059435;
1641777600.0,2022-01-10T01:20:00.000000Z,41715.52,41740.95,41740.95,41721.83,5.84426354;
1641777660.0,2022-01-10T01:21:00.000000Z,41705.49,41725.11,41721.06,41706.47,2.71405;
1641777720.0,2022-01-10T01:22:00.000000Z,41660.62,41712.78,41702.02,41662.76,6.96423687;
1641777780.0,2022-01-10T01:23:00.000000Z,41659.11,41675.0,41663.65,41669.22,5.90981627;
1641777840.0,2022-01-10T01:24:00.000000Z,41665.03,41703.12,41669.22,41700.39,9.58487097;
1641777900.0,2022-01-10T01:25:00.000000Z,41675.5,41713.0,41696.18,41681.15,5.54938174;
1641777960.0,2022-01-10T01:26:00.000000Z,41681.04,41707.76,41683.3,41707.59,8.66554446;
1641778020.0,2022-01-10T01:27:00.000000Z,41702.96,41724.37,41707.58,41718.03,4.0767828;
1641778080.0,2022-01-10T01:28:00.000000Z,41711.48,41746.17,41718.02,41746.17,6.57541937;
1641778140.0,2022-01-10T01:29:00.000000Z,41733.08,41746.49,41746.17,41745.43,2.33941185;
1641778200.0,2022-01-10T01:30:00.000000Z,41703.15,41765.3,41745.43,41710.23,12.46923711;
1641778260.0,2022-01-10T01:31:00.000000Z,41700.0,41723.95,41710.23,41715.7,4.88886838;
1641778320.0,2022-01-10T01:32:00.000000Z,41704.2,41728.6,41715.7,41715.17,7.5372327;
1641778380.0,2022-01-10T01:33:00.000000Z,41700.01,41751.73,41715.17,41744.65,14.14097987;
1641778440.0,2022-01-10T01:34:00.000000Z,41745.21,41778.16,41748.35,41775.74,3.08738179;
1641778500.0,2022-01-10T01:35:00.000000Z,41771.89,41829.17,41773.53,41800.53,10.59530907;
1641778560.0,2022-01-10T01:36:00.000000Z,41751.84,41798.1,41798.1,41765.99,12.52760082;
1641778620.0,2022-01-10T01:37:00.000000Z,41752.46,41769.13,41766.19,41769.13,2.85979169;
1641778680.0,2022-01-10T01:38:00.000000Z,41724.97,41772.64,41768.72,41735.54,7.70333051;
1641778740.0,2022-01-10T01:39:00.000000Z,41732.28,41770.7,41735.56,41770.7,7.29036786;
1641778800.0,2022-01-10T01:40:00.000000Z,41745.62,41786.39,41769.92,41754.24,5.20817407;
1641778860.0,2022-01-10T01:41:00.000000Z,41701.63,41755.89,41755.89,41702.34,4.6231185;
1641778920.0,2022-01-10T01:42:00.000000Z,41677.41,41723.43,41703.7,41677.41,7.79768575;
1641778980.0,2022-01-10T01:43:00.000000Z,41674.85,41696.7,41682.37,41682.81,4.41360955;
1641779040.0,2022-01-10T01:44:00.000000Z,41652.76,41684.94,41684.38,41675.58,4.06273189;
1641779100.0,2022-01-10T01:45:00.000000Z,41667.5,41716.5,41677.31,41685.11,11.72948761;
1641779160.0,2022-01-10T01:46:00.000000Z,41676.23,41689.31,41685.24,41687.64,2.610499;
1641779220.0,2022-01-10T01:47:00.000000Z,41675.29,41737.38,41687.64,41719.58,4.85673543;
1641779280.0,2022-01-10T01:48:00.000000Z,41713.07,41736.9,41719.52,41725.51,6.04733195;
1641779340.0,2022-01-10T01:49:00.000000Z,41722.97,41738.97,41722.97,41731.82,2.7857733;
1641779400.0,2022-01-10T01:50:00.000000Z,41731.89,41758.06,41731.89,41743.47,3.21260612;
1641779460.0,2022-01-10T01:51:00.000000Z,41740.38,41765.92,41743.47,41752.87,13.75744976;
1641779520.0,2022-01-10T01:52:00.000000Z,41752.55,41774.31,41752.87,41773.41,3.60756382;
1641779580.0,2022-01-10T01:53:00.000000Z,41770.51,41783.71,41771.98,41775.0,5.16736345;
1641779640.0,2022-01-10T01:54:00.000000Z,41764.31,41795.49,41774.78,41790.86,7.05682725;
1641779700.0,2022-01-10T01:55:00.000000Z,41784.67,41827.72,41790.86,41824.36,5.65747743;
1641779760.0,2022-01-10T01:56:00.000000Z,41810.35,41850.08,41826.93,41849.16,10.78575528;
1641779820.0,2022-01-10T01:57:00.000000Z,41821.31,41850.51,41848.77,41822.56,3.53164638;
1641779880.0,2022-01-10T01:58:00.000000Z,41809.18,41829.32,41823.94,41819.23,3.10812543;
1641779940.0,2022-01-10T01:59:00.000000Z,41815.31,41833.77,41819.23,41823.24,4.94003852;
1641780000.0,2022-01-10T02:00:00.000000Z,41791.02,41840.57,41823.25,41815.33,5.23524469;
1641780060.0,2022-01-10T02:01:00.000000Z,41808.18,41837.87,41815.68,41837.78,3.1567454;
1641780120.0,2022-01-10T02:02:00.000000Z,41818.64,41862.21,41837.78,41830.83,7.41427498;
1641780180.0,2022-01-10T02:03:00.000000Z,41821.06,41847.42,41833.66,41838.83,4.6272227;
1641780240.0,2022-01-10T02:04:00.000000Z,41811.31,41840.83,41837.78,41821.42,2.93677206;
1641780300.0,2022-01-10T02:05:00.000000Z,41801.68,41823.1,41823.1,41813.31,5.11282305;
1641780360.0,2022-01-10T02:06:00.000000Z,41804.84,41823.78,41813.31,41811.1,4.71236677;
1641780420.0,2022-01-10T02:07:00.000000Z,41769.67,41810.63,41810.63,41781.66,7.97387743;
1641780480.0,2022-01-10T02:08:00.000000Z,41778.75,41796.48,41781.66,41778.75,4.16026598;
1641780540.0,2022-01-10T02:09:00.000000Z,41753.64,41812.27,41776.72,41812.07,7.94649823;
1641780600.0,2022-01-10T02:10:00.000000Z,41798.74,41818.66,41812.07,41818.02,3.61688139;
1641780660.0,2022-01-10T02:11:00.000000Z,41795.85,41818.02,41818.01,41811.3,6.32650562;
1641780720.0,2022-01-10T02:12:00.000000Z,41797.9,41811.29,41811.29,41799.57,3.49968427;
1641780780.0,2022-01-10T02:13:00.000000Z,41768.49,41816.99,41801.23,41774.66,6.54198052;
1641780840.0,2022-01-10T02:14:00.000000Z,41741.95,41788.14,41775.35,41776.85,4.7696765;
1641780900.0,2022-01-10T02:15:00.000000Z,41741.84,41776.93,41773.32,41750.31,1.78841797;
1641780960.0,2022-01-10T02:16:00.000000Z,41726.85,41763.83,41753.14,41736.67,7.44791805;
1641781020.0,2022-01-10T02:17:00.000000Z,41735.16,41785.64,41736.67,41784.68,4.52701177;
1641781080.0,2022-01-10T02:18:00.000000Z,41770.63,41833.08,41780.47,41833.07,6.0269973;
1641781140.0,2022-01-10T02:19:00.000000Z,41823.74,41847.52,41833.07,41835.0,3.21373795;
1641781200.0,2022-01-10T02:20:00.000000Z,41816.21,41848.18,41835.12,41837.64,5.31059933;
1641781260.0,2022-01-10T02:21:00.000000Z,41833.73,41861.14,41837.71,41855.09,1.94418741;
1641781320.0,2022-01-10T02:22:00.000000Z,41842.47,41859.81,41855.09,41858.8,5.88156245;
1641781380.0,2022-01-10T02:23:00.000000Z,41848.25,41872.9,41855.46,41872.39,6.54763714;
1641781440.0,2022-01-10T02:24:00.000000Z,41872.48,41901.95,41873.31,41884.86,6.97436946;
1641781500.0,2022-01-10T02:25:00.000000Z,41882.6,41915.6,41885.18,41905.65,13.47013473;
1641781560.0,2022-01-10T02:26:00.000000Z,41890.4,41922.16,41906.82,41922.16,4.48632342;
1641781620.0,2022-01-10T02:27:00.000000Z,41888.64,41922.15,41922.15,41893.69,3.63552165;
1641781680.0,2022-01-10T02:28:00.000000Z,41874.36,41910.97,41893.7,41906.77,8.6112929;
1641781740.0,2022-01-10T02:29:00.000000Z,41901.63,41924.86,41908.96,41915.73,4.00411138;
1641781800.0,2022-01-10T02:30:00.000000Z,41870.24,41916.2,41912.81,41903.02,7.51670999;
1641781860.0,2022-01-10T02:31:00.000000Z,41883.43,41920.29,41901.46,41915.01,6.50752006;
1641781920.0,2022-01-10T02:32:00.000000Z,41905.46,41922.46,41913.43,41922.46,5.04023615;
1641781980.0,2022-01-10T02:33:00.000000Z,41912.19,41935.61,41922.41,41933.28,4.60627586;
1641782040.0,2022-01-10T02:34:00.000000Z,41916.6,41951.49,41933.68,41933.74,4.40290665;
1641782100.0,2022-01-10T02:35:00.000000Z,41922.2,41935.78,41932.99,41931.19,6.12351941;
1641782160.0,2022-01-10T02:36:00.000000Z,41916.96,41932.16,41931.19,41918.87,4.56580083;
1641782220.0,2022-01-10T02:37:00.000000Z,41918.87,41946.46,41918.87,41924.94,4.71499642;
1641782280.0,2022-01-10T02:38:00.000000Z,41905.81,41931.08,41924.93,41908.02,5.79846395;
1641782340.0,2022-01-10T02:39:00.000000Z,41900.0,41920.15,41907.66,41909.72,3.10191047;
1641782400.0,2022-01-10T02:40:00.000000Z,41906.47,41933.57,41909.71,41928.04,4.88131414;
1641782460.0,2022-01-10T02:41:00.000000Z,41887.2,41983.77,41928.04,41919.51,26.72537035;
1641782520.0,2022-01-10T02:42:00.000000Z,41915.41,41982.17,41918.87,41971.3,14.34077735;
1641782580.0,2022-01-10T02:43:00.000000Z,41953.08,41973.14,41967.84,41963.42,6.82484998;
1641782640.0,2022-01-10T02:44:00.000000Z,41941.2,41970.43,41967.33,41959.78,4.18636145;
1641782700.0,2022-01-10T02:45:00.000000Z,41945.19,41995.13,41959.54,41966.57,20.84075097;
1641782760.0,2022-01-10T02:46:00.000000Z,41940.01,41973.2,41966.57,41963.26,6.7352366;
1641782820.0,2022-01-10T02:47:00.000000Z,41958.05,41987.05,41965.46,41977.67,3.5225016;
1641782880.0,2022-01-10T02:48:00.000000Z,41973.79,41998.29,41981.7,41997.0,3.02597287;
1641782940.0,2022-01-10T02:49:00.000000Z,41987.0,42000.0,41997.05,41999.99,3.22363026;
1641783000.0,2022-01-10T02:50:00.000000Z,41985.69,42010.82,41999.99,41991.45,9.03110173;
1641783060.0,2022-01-10T02:51:00.000000Z,41980.0,41999.99,41991.45,41980.19,7.66513085;
1641783120.0,2022-01-10T02:52:00.000000Z,41954.58,41984.75,41981.28,41955.14,8.39817225;
1641783180.0,2022-01-10T02:53:00.000000Z,41936.99,41967.0,41956.43,41944.29,20.05424851;
1641783240.0,2022-01-10T02:54:00.000000Z,41937.0,41960.0,41945.13,41952.47,4.97216231;
1641783300.0,2022-01-10T02:55:00.000000Z,41940.0,41965.16,41954.66,41957.9,5.37143128;
1641783360.0,2022-01-10T02:56:00.000000Z,41957.29,41974.01,41958.58,41974.01,3.99382757;
1641783420.0,2022-01-10T02:57:00.000000Z,41963.81,41983.41,41969.78,41975.21,8.81027944;
1641783480.0,2022-01-10T02:58:00.000000Z,41973.88,41982.44,41975.67,41976.4,4.49256741;
1641783540.0,2022-01-10T02:59:00.000000Z,41934.83,41979.81,41976.4,41942.11,6.25643751;
1641783600.0,2022-01-10T03:00:00.000000Z,41889.64,41944.32,41943.81,41905.42,6.68382269;
1641783660.0,2022-01-10T03:01:00.000000Z,41889.63,41913.16,41905.41,41908.65,4.86968141;
1641783720.0,2022-01-10T03:02:00.000000Z,41894.48,41912.11,41911.1,41912.11,6.63555411;
1641783780.0,2022-01-10T03:03:00.000000Z,41886.64,41914.3,41908.63,41909.53,3.67798057;
1641783840.0,2022-01-10T03:04:00.000000Z,41905.89,41918.08,41906.1,41907.8,5.5901391;
1641783900.0,2022-01-10T03:05:00.000000Z,41888.88,41945.75,41907.8,41942.71,8.88779209;
1641783960.0,2022-01-10T03:06:00.000000Z,41924.12,41941.4,41941.4,41937.72,5.62445216;
1641784020.0,2022-01-10T03:07:00.000000Z,41913.51,41942.65,41937.84,41920.01,5.62011098;
1641784080.0,2022-01-10T03:08:00.000000Z,41895.81,41922.97,41919.92,41911.58,16.86651692;
1641784140.0,2022-01-10T03:09:00.000000Z,41873.63,41907.92,41905.22,41887.78,6.44183618;
1641784200.0,2022-01-10T03:10:00.000000Z,41885.46,41907.85,41888.35,41907.85,5.53095133;
1641784260.0,2022-01-10T03:11:00.000000Z,41885.13,41917.93,41907.84,41901.47,5.4621769;
1641784320.0,2022-01-10T03:12:00.000000Z,41898.63,41923.16,41899.78,41923.16,2.23681163;
1641784380.0,2022-01-10T03:13:00.000000Z,41897.93,41928.4,41923.33,41927.49,3.14277466;
1641784440.0,2022-01-10T03:14:00.000000Z,41911.75,41932.38,41925.92,41929.63,2.42491561;
1641784500.0,2022-01-10T03:15:00.000000Z,41901.04,41934.33,41929.63,41916.79,5.4672865;
1641784560.0,2022-01-10T03:16:00.000000Z,41884.43,41919.7,41916.8,41890.86,8.49646788;
1641784620.0,2022-01-10T03:17:00.000000Z,41879.09,41901.28,41890.93,41887.08,5.25421417;
1641784680.0,2022-01-10T03:18:00.000000Z,41877.45,41899.47,41887.92,41887.45,3.14204423;
1641784740.0,2022-01-10T03:19:00.000000Z,41886.14,41904.27,41886.15,41899.29,4.52481282;
1641784800.0,2022-01-10T03:20:00.000000Z,41891.37,41937.46,41899.29,41931.57,3.25292339;
1641784860.0,2022-01-10T03:21:00.000000Z,41926.1,41964.83,41934.56,41949.3,3.7513379;
1641784920.0,2022-01-10T03:22:00.000000Z,41947.15,41975.94,41949.31,41959.37,4.27279332;
1641784980.0,2022-01-10T03:23:00.000000Z,41927.3,41971.52,41959.37,41934.32,8.37997709;
1641785040.0,2022-01-10T03:24:00.000000Z,41922.52,41962.38,41934.32,41958.38,4.38962566;
1641785100.0,2022-01-10T03:25:00.000000Z,41930.31,41969.2,41956.06,41969.17,3.11178098;
1641785160.0,2022-01-10T03:26:00.000000Z,41963.68,41974.7,41969.17,41970.56,2.30885039;
1641785220.0,2022-01-10T03:27:00.000000Z,41954.93,41971.67,41970.25,41967.85,5.48316938;
1641785280.0,2022-01-10T03:28:00.000000Z,41945.88,41970.06,41967.84,41963.99,3.53596769;
1641785340.0,2022-01-10T03:29:00.000000Z,41949.2,41971.72,41960.18,41951.04,2.56432707;
1641785400.0,2022-01-10T03:30:00.000000Z,41951.05,41964.53,41951.05,41958.71,2.8185089;
1641785460.0,2022-01-10T03:31:00.000000Z,41930.75,41961.05,41960.07,41944.01,8.24214244;
1641785520.0,2022-01-10T03:32:00.000000Z,41944.92,41972.12,41944.92,41970.7,5.2581731;
1641785580.0,2022-01-10T03:33:00.000000Z,41961.41,41988.43,41970.71,41980.47,8.70305412;
1641785640.0,2022-01-10T03:34:00.000000Z,41973.4,41987.31,41979.2,41980.61,3.28338221;
1641785700.0,2022-01-10T03:35:00.000000Z,41980.61,41996.37,41980.61,41994.41,3.7563866;
1641785760.0,2022-01-10T03:36:00.000000Z,41986.81,42001.38,41995.92,41999.32,4.67592682;
1641785820.0,2022-01-10T03:37:00.000000Z,41994.97,42001.25,41998.71,41999.51,3.56491154;
1641785880.0,2022-01-10T03:38:00.000000Z,41976.17,42001.33,41999.69,41988.99,4.9763968;
1641785940.0,2022-01-10T03:39:00.000000Z,41980.12,41997.02,41984.42,41994.77,6.67866422;
1641786000.0,2022-01-10T03:40:00.000000Z,41976.71,41996.07,41994.77,41976.87,7.61460168;
1641786060.0,2022-01-10T03:41:00.000000Z,41970.64,41984.46,41978.82,41980.0,5.80827874;
1641786120.0,2022-01-10T03:42:00.000000Z,41944.04,41980.0,41980.0,41948.02,10.23575392;
1641786180.0,2022-01-10T03:43:00.000000Z,41930.49,41958.09,41943.54,41947.44,4.87237293;
1641786240.0,2022-01-10T03:44:00.000000Z,41947.44,41954.36,41951.32,41953.05,3.50898737;
1641786300.0,2022-01-10T03:45:00.000000Z,41953.04,41994.76,41953.04,41974.15,5.48873529;
1641786360.0,2022-01-10T03:46:00.000000Z,41957.01,41977.28,41974.15,41962.99,2.78614668;
1641786420.0,2022-01-10T03:47:00.000000Z,41927.34,41964.46,41964.15,41938.23,9.22531306;
1641786480.0,2022-01-10T03:48:00.000000Z,41922.43,41966.99,41938.23,41966.99,17.64730893;
1641786540.0,2022-01-10T03:49:00.000000Z,41949.7,41967.0,41967.0,41956.06,3.77320448;
1641786600.0,2022-01-10T03:50:00.000000Z,41950.0,41967.16,41956.06,41964.7,2.68633512;
1641786660.0,2022-01-10T03:51:00.000000Z,41934.51,41964.69,41964.69,41946.03,4.41171328;
1641786720.0,2022-01-10T03:52:00.000000Z,41925.85,41949.47,41948.75,41936.19,7.44545921;
1641786780.0,2022-01-10T03:53:00.000000Z,41936.18,41964.94,41936.19,41950.25,35.6252542;
1641786840.0,2022-01-10T03:54:00.000000Z,41948.46,41973.92,41950.25,41973.92,9.63823459;
1641786900.0,2022-01-10T03:55:00.000000Z,41964.41,41984.24,41973.83,41984.24,9.8669922;
1641786960.0,2022-01-10T03:56:00.000000Z,41972.07,41984.24,41982.88,41982.85,2.62163102;
1641787020.0,2022-01-10T03:57:00.000000Z,41979.43,41998.07,41982.85,41991.75,7.9791382;
1641787080.0,2022-01-10T03:58:00.000000Z,41979.43,41999.98,41988.83,41991.57,14.39050749;
1641787140.0,2022-01-10T03:59:00.000000Z,41977.45,41997.06,41991.57,41977.45,6.01118853;
1641787200.0,2022-01-10T04:00:00.000000Z,41978.55,41996.37,41979.61,41992.73,5.90726593;
1641787260.0,2022-01-10T04:01:00.000000Z,41961.78,41991.24,41991.05,41963.88,3.38441968;
1641787320.0,2022-01-10T04:02:00.000000Z,41939.04,41982.81,41963.88,41950.21,12.62556871;
1641787380.0,2022-01-10T04:03:00.000000Z,41939.53,41960.64,41950.21,41949.87,3.48338701;
1641787440.0,2022-01-10T04:04:00.000000Z,41942.56,41955.27,41953.53,41951.1,3.42251789;
1641787500.0,2022-01-10T04:05:00.000000Z,41941.46,41955.04,41951.1,41951.31,6.10294676;
1641787560.0,2022-01-10T04:06:00.000000Z,41941.87,41955.48,41952.07,41952.06,3.65293982;
1641787620.0,2022-01-10T04:07:00.000000Z,41938.74,41967.54,41952.07,41961.07,5.2063409;
1641787680.0,2022-01-10T04:08:00.000000Z,41940.0,41967.14,41961.07,41953.88,3.91331514;
1641787740.0,2022-01-10T04:09:00.000000Z,41954.43,41976.09,41954.43,41964.55,2.14235485;
1641787800.0,2022-01-10T04:10:00.000000Z,41950.76,41972.47,41962.95,41961.07,2.69053371;
1641787860.0,2022-01-10T04:11:00.000000Z,41954.29,41982.53,41963.56,41970.0,3.89836887;
1641787920.0,2022-01-10T04:12:00.000000Z,41968.4,41981.16,41970.0,41976.07,1.58943184;
1641787980.0,2022-01-10T04:13:00.000000Z,41967.38,41982.89,41979.93,41981.87,2.67527028;
1641788040.0,2022-01-10T04:14:00.000000Z,41975.52,42006.6,41978.22,42006.6,8.63072436;
1641788100.0,2022-01-10T04:15:00.000000Z,42006.61,42078.76,42006.61,42024.44,17.57738878;
1641788160.0,2022-01-10T04:16:00.000000Z,42023.22,42083.02,42023.22,42074.11,6.67534709;
1641788220.0,2022-01-10T04:17:00.000000Z,42049.25,42078.42,42073.05,42055.61,9.11006044;
1641788280.0,2022-01-10T04:18:00.000000Z,42042.21,42060.72,42055.61,42059.04,6.66949847;
1641788340.0,2022-01-10T04:19:00.000000Z,42056.46,42127.9,42059.04,42092.66,32.5784656;
1641788400.0,2022-01-10T04:20:00.000000Z,42089.25,42147.85,42089.25,42118.56,12.14272133;
1641788460.0,2022-01-10T04:21:00.000000Z,42105.09,42166.66,42121.54,42142.64,7.34391583;
1641788520.0,2022-01-10T04:22:00.000000Z,42141.87,42169.7,42142.63,42160.75,5.34261593;
1641788580.0,2022-01-10T04:23:00.000000Z,42128.46,42164.62,42164.62,42150.51,10.21113156;
1641788640.0,2022-01-10T04:24:00.000000Z,42146.06,42181.36,42151.94,42153.39,14.12857037;
1641788700.0,2022-01-10T04:25:00.000000Z,42116.32,42155.87,42153.7,42141.09,8.13207148;
1641788760.0,2022-01-10T04:26:00.000000Z,42109.69,42142.32,42139.73,42122.88,12.58025549;
1641788820.0,2022-01-10T04:27:00.000000Z,42104.78,42139.62,42125.94,42131.17,6.45350005;
1641788880.0,2022-01-10T04:28:00.000000Z,42120.96,42144.23,42127.98,42136.26,2.88534087;
