z-sma-7,z-std-7,z-sma-14,z-std-14,z-sma-28,z-std-28,z-sma-54,z-std-54,z-sma-106,z-std-106,z-sma-207,z-std-207,LONGS_SIGNAL,SHORTS_SIGNAL,index,open,close,low,high
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,846.0,43891.58,43952.57,43884.08,43954.3
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,847.0,43950.35,43896.74,43894.02,43959.51
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,848.0,43896.74,43892.7,43888.03,43953.11
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,849.0,43892.7,43856.45,43851.46,43894.08
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,850.0,43856.46,43843.39,43812.44,43893.58
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,851.0,43844.93,43856.54,43829.91,43874.34
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,852.0,43856.54,43873.94,43833.15,43910.39
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,853.0,43874.02,43936.0,43861.94,43941.1
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,854.0,43933.29,43947.44,43931.02,43967.46
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,855.0,43947.43,43972.66,43944.14,43999.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,856.0,43972.65,44004.1,43972.65,44043.45
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,857.0,44006.49,43901.88,43896.28,44010.25
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,858.0,43901.89,44010.29,43901.88,44012.84
True,True,True,True,True,True,True,True,True,True,True,True,0.0,1.0,859.0,44010.3,43986.39,43978.91,44044.41
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,860.0,43986.39,43999.95,43967.72,44005.81
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,861.0,43999.95,43947.24,43906.0,44000.46
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,862.0,43947.23,43927.38,43912.46,43971.7
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,863.0,43926.82,43920.37,43900.0,43927.5
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,864.0,43921.21,44020.15,43877.47,44043.26
True,True,True,True,True,True,True,True,True,True,True,True,0.0,1.0,865.0,44014.18,43972.97,43964.42,44071.87
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,866.0,43968.16,43925.23,43893.15,43981.96
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,867.0,43925.23,43888.46,43872.41,43941.57
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,868.0,43888.46,43886.7,43843.88,43892.64
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,869.0,43884.78,43897.97,43877.04,43925.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,870.0,43897.96,43885.6,43842.85,43928.99
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,871.0,43885.25,43862.49,43841.79,43889.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,872.0,43864.99,43793.4,43781.71,43874.83
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,873.0,43794.43,43767.3,43767.27,43841.6
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,874.0,43767.3,43738.63,43691.92,43776.1
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,875.0,43738.54,43743.35,43692.75,43747.96
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,876.0,43739.7,43738.61,43730.74,43801.66
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,877.0,43743.19,43775.38,43739.14,43806.9
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,878.0,43775.37,43782.39,43760.01,43831.11
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,879.0,43782.38,43771.73,43761.43,43810.26
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,880.0,43771.39,43707.51,43703.1,43778.3
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,881.0,43707.22,43627.29,43605.54,43716.29
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,882.0,43627.28,43595.89,43579.76,43670.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,883.0,43597.53,43598.25,43563.34,43617.25
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,884.0,43607.56,43558.53,43541.17,43610.43
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,885.0,43556.38,43597.52,43540.95,43605.79
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,886.0,43601.8,43583.01,43567.6,43634.52
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,887.0,43587.69,43563.02,43540.37,43601.5
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,888.0,43563.01,43596.58,43559.06,43597.9
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,889.0,43596.58,43576.91,43560.2,43608.82
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,890.0,43576.23,43633.74,43566.21,43648.86
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,891.0,43630.75,43655.56,43621.76,43668.66
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,892.0,43652.35,43649.46,43630.07,43667.29
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,893.0,43649.46,43653.07,43641.68,43668.66
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,894.0,43653.07,43687.89,43653.06,43690.95
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,895.0,43687.87,43691.47,43670.0,43700.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,896.0,43691.47,43661.14,43658.93,43697.43
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,897.0,43664.01,43595.15,43586.48,43669.86
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,898.0,43596.1,43572.95,43550.0,43597.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,899.0,43572.94,43603.38,43570.39,43643.5
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,900.0,43603.37,43628.72,43583.41,43665.2
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,901.0,43628.73,43541.4,43537.3,43628.73
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,902.0,43546.99,43456.47,43448.0,43547.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,903.0,43454.37,43473.98,43441.01,43493.38
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,904.0,43473.98,43482.76,43454.75,43510.2
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,905.0,43479.36,43458.01,43448.66,43492.21
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,906.0,43458.0,43527.67,43441.01,43551.68
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,907.0,43529.75,43526.29,43517.78,43557.28
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,908.0,43523.72,43564.91,43518.57,43568.12
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,909.0,43564.9,43562.38,43556.72,43593.31
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,910.0,43562.38,43553.41,43533.59,43563.09
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,911.0,43549.26,43528.18,43506.43,43556.55
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,912.0,43528.18,43587.15,43502.31,43598.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,913.0,43587.16,43640.07,43583.68,43640.44
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,914.0,43640.07,43633.38,43608.15,43649.3
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,915.0,43633.46,43669.37,43627.71,43693.2
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,916.0,43666.19,43675.23,43664.36,43691.64
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,917.0,43675.23,43680.13,43648.21,43691.64
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,918.0,43682.2,43664.94,43655.11,43687.14
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,919.0,43670.0,43719.48,43660.92,43728.46
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,920.0,43717.24,43733.6,43700.0,43733.6
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,921.0,43733.16,43656.34,43651.0,43733.35
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,922.0,43656.34,43664.08,43614.47,43667.31
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,923.0,43664.08,43647.44,43636.63,43675.19
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,924.0,43648.86,43671.62,43632.52,43685.42
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,925.0,43671.62,43646.1,43616.98,43674.23
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,926.0,43646.1,43610.59,43600.71,43647.85
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,927.0,43611.82,43631.81,43600.43,43634.63
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,928.0,43631.81,43646.7,43610.0,43646.71
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,929.0,43642.34,43732.1,43641.84,43732.13
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,930.0,43732.1,43677.09,43673.71,43778.01
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,931.0,43677.06,43704.84,43671.61,43715.35
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,932.0,43706.16,43675.01,43657.88,43718.21
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,933.0,43676.36,43702.28,43658.43,43716.61
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,934.0,43699.04,43734.16,43697.46,43747.41
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,935.0,43734.15,43688.34,43688.34,43734.5
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,936.0,43691.15,43725.64,43672.52,43739.12
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,937.0,43723.48,43720.01,43713.37,43780.26
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,938.0,43719.58,43748.5,43712.48,43764.31
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,939.0,43748.49,43812.5,43744.62,43817.68
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,940.0,43812.49,43793.35,43775.75,43813.04
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,941.0,43794.0,43773.38,43761.74,43799.82
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,942.0,43773.2,43764.1,43738.09,43773.2
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,943.0,43766.08,43790.09,43766.08,43814.6
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,944.0,43790.08,43748.51,43709.78,43795.73
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,945.0,43747.07,43716.48,43707.58,43761.89
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,946.0,43716.47,43686.78,43675.67,43716.48
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,947.0,43686.78,43734.67,43678.7,43750.08
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,948.0,43734.66,43697.77,43684.26,43734.66
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,949.0,43697.77,43739.07,43685.83,43739.52
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,950.0,43739.07,43727.63,43715.77,43753.33
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,951.0,43729.46,43760.63,43714.81,43771.97
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,952.0,43760.61,43789.17,43743.6,43792.07
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,953.0,43788.15,43730.81,43715.21,43790.69
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,954.0,43730.81,43676.63,43669.0,43755.62
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,955.0,43675.57,43676.26,43650.42,43683.59
True,True,True,True,True,True,True,True,True,True,True,True,1.0,0.0,956.0,43671.77,43631.7,43591.9,43674.81
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,957.0,43630.36,43684.28,43616.14,43687.87
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,958.0,43684.28,43726.38,43676.91,43726.38
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,959.0,43728.92,43722.05,43688.66,43732.21
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,960.0,43722.05,43764.21,43689.93,43771.83
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,961.0,43762.28,43797.85,43756.86,43805.39
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,962.0,43801.77,43855.55,43791.62,43855.55
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,963.0,43855.54,43843.92,43816.15,43873.8
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,964.0,43842.63,43822.83,43819.75,43867.91
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,965.0,43822.68,43835.85,43800.03,43860.89
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,966.0,43835.88,43888.0,43827.26,43894.33
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,967.0,43888.01,43844.57,43827.53,43898.82
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,968.0,43844.58,43863.44,43813.48,43869.44
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,969.0,43853.17,43853.13,43834.19,43863.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,970.0,43854.57,43866.71,43842.98,43879.32
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,971.0,43860.12,43920.02,43853.19,43924.39
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,972.0,43920.02,43831.48,43830.31,43924.4
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,973.0,43831.48,43816.42,43800.93,43843.81
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,974.0,43822.75,43819.52,43799.87,43832.34
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,975.0,43818.79,43782.0,43771.91,43820.04
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,976.0,43782.0,43804.78,43769.26,43805.38
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,977.0,43803.82,43923.03,43803.82,43962.55
True,True,True,True,True,True,True,True,True,True,True,True,0.0,1.0,978.0,43923.03,43984.83,43916.14,44009.08
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,979.0,43973.18,43894.12,43886.27,43973.18
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,980.0,43894.12,43799.82,43775.85,43897.07
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,981.0,43799.82,43802.49,43798.13,43848.22
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,982.0,43802.5,43879.89,43767.81,43888.71
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,983.0,43879.88,43902.03,43859.1,43902.03
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,984.0,43902.05,43948.35,43887.65,43954.67
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,985.0,43948.35,43964.53,43943.95,44034.83
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,986.0,43964.52,43992.32,43920.2,44016.49
True,True,True,True,True,True,True,True,True,True,True,True,0.0,1.0,987.0,43992.32,43992.85,43977.78,44043.69
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,988.0,43988.54,43931.07,43920.01,44004.22
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,989.0,43931.07,43909.82,43890.2,43965.76
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,990.0,43911.51,43950.87,43850.65,43973.82
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,991.0,43957.37,43945.8,43944.73,43976.53
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,992.0,43945.81,43879.61,43876.28,43945.81
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,993.0,43879.6,43892.13,43875.0,43913.64
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,994.0,43892.18,43859.24,43830.58,43900.83
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,995.0,43858.9,43805.42,43782.87,43869.19
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,996.0,43805.43,43763.54,43760.42,43852.73
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,997.0,43760.01,43761.94,43730.54,43781.17
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,998.0,43761.95,43685.3,43665.02,43764.52
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,999.0,43685.29,43695.29,43635.1,43700.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1000.0,43690.37,43638.13,43636.26,43737.49
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1001.0,43638.13,43647.14,43530.0,43650.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1002.0,43647.14,43689.32,43643.68,43714.5
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1003.0,43688.03,43729.34,43666.31,43735.99
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1004.0,43729.85,43727.02,43700.68,43730.83
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1005.0,43726.67,43687.0,43606.52,43726.67
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1006.0,43686.99,43651.06,43635.58,43714.87
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1007.0,43652.65,43618.57,43618.57,43674.25
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1008.0,43621.42,43695.67,43600.03,43714.66
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1009.0,43695.67,43780.1,43693.86,43812.86
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1010.0,43780.09,43804.16,43750.49,43824.74
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1011.0,43808.8,43729.17,43706.57,43815.53
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1012.0,43731.01,43745.43,43695.08,43749.69
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1013.0,43742.4,43799.65,43712.5,43799.65
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1014.0,43799.66,43815.15,43715.76,43816.5
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1015.0,43810.91,43801.02,43771.88,43816.39
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1016.0,43801.02,43776.74,43767.18,43819.19
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1017.0,43776.74,43746.49,43723.39,43804.32
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1018.0,43746.49,43789.66,43726.54,43796.32
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1019.0,43789.65,43820.28,43773.19,43833.73
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1020.0,43826.19,43769.86,43748.07,43826.2
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1021.0,43773.11,43755.57,43755.57,43830.17
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1022.0,43755.57,43779.45,43743.84,43785.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1023.0,43779.44,43734.44,43714.71,43779.44
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1024.0,43737.9,43729.21,43729.21,43785.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1025.0,43728.82,43719.54,43701.92,43733.7
True,True,True,True,True,True,True,True,True,True,True,True,1.0,1.0,1026.0,43715.83,43901.56,43701.89,43964.44
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1027.0,43901.56,43883.92,43835.57,43942.74
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1028.0,43883.92,43842.01,43828.04,43896.01
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1029.0,43843.89,43896.58,43843.64,43901.42
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1030.0,43897.53,43896.22,43867.17,43931.73
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1031.0,43896.55,43947.7,43859.74,43949.91
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1032.0,43947.33,43889.34,43869.06,43990.83
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1033.0,43888.56,44008.94,43887.04,44082.34
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1034.0,44007.16,44021.98,43984.71,44036.39
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1035.0,44021.98,44173.09,43985.88,44288.74
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1036.0,44172.18,44161.67,44080.0,44205.51
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1037.0,44161.66,44215.31,44152.2,44245.31
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1038.0,44218.31,44321.39,44218.31,44413.02
True,True,True,True,True,True,True,True,True,True,True,True,0.0,1.0,1039.0,44319.92,44359.05,44277.5,44453.22
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1040.0,44354.78,44203.06,44125.86,44395.45
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1041.0,44203.3,44038.48,43983.35,44230.13
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1042.0,44036.8,44085.95,44023.92,44124.25
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1043.0,44083.67,44182.11,44083.67,44241.37
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1044.0,44184.51,44050.93,44037.45,44238.28
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1045.0,44041.44,44004.16,44001.24,44077.75
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1046.0,44004.16,43797.45,43753.0,44005.38
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1047.0,43798.71,43398.09,43222.35,43802.42
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1048.0,43398.09,43447.13,43339.18,43468.94
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1049.0,43444.34,43312.84,43208.0,43458.5
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1050.0,43317.02,43055.42,43016.0,43317.02
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1051.0,43055.96,43198.91,43037.81,43223.87
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1052.0,43203.86,43155.93,43135.13,43279.65
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1053.0,43155.92,43073.05,43056.91,43222.75
True,True,True,True,True,True,True,True,True,True,True,True,1.0,0.0,1054.0,43073.05,42997.6,42892.0,43081.23
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1055.0,42989.34,43221.74,42965.3,43272.73
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1056.0,43219.05,43180.21,43085.05,43229.03
True,True,True,True,True,True,True,True,True,True,True,True,0.0,1.0,1057.0,43178.09,43408.6,43163.41,43512.69
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1058.0,43407.86,43208.48,43194.46,43413.64
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1059.0,43206.16,43233.82,43153.04,43313.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1060.0,43237.0,43366.88,43193.93,43390.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1061.0,43366.88,43347.01,43307.95,43387.49
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1062.0,43347.01,43354.12,43278.62,43376.38
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1063.0,43354.12,43400.96,43305.12,43413.63
True,True,True,True,True,True,True,True,True,True,True,True,0.0,1.0,1064.0,43400.96,43379.59,43328.41,43440.72
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1065.0,43382.29,43324.01,43317.47,43417.27
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1066.0,43324.01,43327.0,43249.27,43346.18
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1067.0,43327.0,43273.29,43264.76,43335.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1068.0,43272.03,43140.0,43139.09,43274.14
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1069.0,43140.0,43183.7,43093.24,43214.35
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1070.0,43184.61,42907.65,42901.38,43199.67
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1071.0,42907.65,42737.12,42668.99,42980.34
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1072.0,42742.02,42798.14,42555.03,42807.22
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1073.0,42791.45,42842.45,42766.71,42865.48
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1074.0,42842.45,42911.86,42736.19,42950.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1075.0,42911.28,42875.0,42797.74,42948.73
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1076.0,42875.0,42775.01,42766.63,42880.0
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1077.0,42778.59,42674.99,42639.71,42838.79
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1078.0,42674.98,42750.66,42660.72,42789.98
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1079.0,42745.91,42826.5,42725.78,42868.19
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1080.0,42826.49,42917.22,42749.25,42932.57
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1081.0,42917.22,42903.25,42871.55,42949.04
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1082.0,42898.04,42843.98,42757.41,42908.44
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1083.0,42843.98,42916.89,42831.55,42950.09
True,True,True,True,True,True,True,True,True,True,True,True,0.0,1.0,1084.0,42915.79,42922.95,42884.37,42982.18
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1085.0,42922.95,42916.25,42864.74,42966.43
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1086.0,42915.59,42930.34,42859.99,42938.51
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1087.0,42930.37,42827.5,42807.15,42936.34
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1088.0,42827.5,42769.77,42723.58,42827.5
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1089.0,42769.77,42863.29,42751.34,42866.9
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1090.0,42863.29,42716.78,42697.69,42868.74
True,True,True,True,True,True,True,True,True,True,True,True,0.0,0.0,1091.0,42716.77,42723.98,42641.01,42762.37
