,ts-15,open,close,low,high,index,1p_long,1p_short,longs_score,shorts_score,longs_percentile,shorts_percentile,lowest_longs,highest_shorts,long_entry,long_exit
35,2022-05-29 18:45:00,29167.88,29140.8,29129.75,29192.8,35,False,False,1.0010867924010323,1.0022755225860063,29.569093610698367,46.35958395245171,29074.64,29201.38,False,False
36,2022-05-29 19:00:00,29140.79,29096.85,29058.73,29172.56,36,False,False,1.002643241450535,1.000763895958815,46.210995542347696,28.974739970282318,29074.64,29167.88,False,False
37,2022-05-29 19:15:00,29096.84,29074.64,29048.81,29111.89,37,False,False,1.0037032272798563,1.0,57.05794947994056,10.549777117384844,29074.64,29140.8,True,False
38,2022-05-29 19:30:00,29075.45,29084.32,29073.56,29104.15,38,False,False,1.0042981922905538,1.0,62.704309063893014,10.549777117384844,29074.64,29121.86,False,False
39,2022-05-29 19:45:00,29084.31,29099.89,29068.71,29102.34,39,False,False,1.0043189166694444,1.0,62.852897473997025,10.549777117384844,29074.64,29129.81,False,False
40,2022-05-29 20:00:00,29099.88,29121.86,29082.13,29152.13,40,False,False,1.0093991249185321,1.0,89.45022288261515,10.549777117384844,29084.32,29149.8,False,False
41,2022-05-29 20:15:00,29121.86,29129.81,29103.39,29144.77,41,True,False,1.0102781308906579,1.0,90.78751857355127,10.549777117384844,29099.89,29164.46,False,False
42,2022-05-29 20:30:00,29129.82,29149.8,29063.81,29159.87,42,False,False,1.0095853144790015,1.0,89.74739970282317,10.549777117384844,29121.86,29172.47,False,False
43,2022-05-29 20:45:00,29149.8,29164.46,29121.71,29166.8,43,True,False,1.0104764497611134,1.0,91.2332838038633,10.549777117384844,29129.81,29173.76,False,False
44,2022-05-29 21:00:00,29161.44,29172.47,29145.28,29175.4,44,True,False,1.0101989992619753,1.0,90.63893016344726,10.549777117384844,29149.8,29182.31,False,False
45,2022-05-29 21:15:00,29172.47,29173.76,29150.0,29176.06,45,True,False,1.0101543304668306,1.0,90.49034175334324,10.549777117384844,29164.46,29209.33,False,False
46,2022-05-29 21:30:00,29174.01,29182.31,29170.59,29211.0,46,False,False,1.0098583696766978,1.0,90.0445765230312,10.549777117384844,29172.47,29225.57,False,False
47,2022-05-29 21:45:00,29182.31,29209.33,29140.01,29218.0,47,False,False,1.0089242033281831,1.0,87.81575037147103,10.549777117384844,29173.76,29395.58,False,False
48,2022-05-29 22:00:00,29209.33,29225.57,29142.74,29277.71,48,False,False,1.0083635665617472,1.0,85.73551263001485,10.549777117384844,29182.31,29429.21,False,False
49,2022-05-29 22:15:00,29228.28,29395.58,29216.63,29400.0,49,False,False,1.0025316731290894,1.0033884813479923,44.42793462109955,57.65230312035661,29209.33,29429.21,False,False
50,2022-05-29 22:30:00,29395.56,29429.21,29374.35,29550.0,50,False,False,1.0013860378854886,1.0045364074861305,32.5408618127786,67.4591381872214,29225.57,29470.0,False,False
51,2022-05-29 22:45:00,29426.37,29402.14,29384.14,29440.64,51,False,False,1.0023079952683716,1.0036124003330111,41.158989598811296,60.178306092124814,29395.58,29470.0,False,False
52,2022-05-29 23:00:00,29402.14,29470.0,29371.86,29474.03,52,False,False,1.0,1.0059287330042588,8.320950965824666,78.00891530460623,29402.14,29470.0,False,True
53,2022-05-29 23:15:00,29469.99,29457.31,29411.51,29469.99,53,False,False,1.0065277515156679,1.0054955726506172,78.15750371471026,75.33432392273403,29402.14,29470.0,False,False
54,2022-05-29 23:30:00,29455.29,29428.39,29398.82,29466.31,54,True,False,1.0106978329429506,1.004508417613003,91.82763744427935,67.16196136701338,29323.26,29470.0,False,False
55,2022-05-29 23:45:00,29428.39,29447.07,29401.47,29464.26,55,True,False,1.0208564043892991,1.0051460405764412,97.32540861812778,73.10549777117384,29323.26,29457.31,False,False
56,2022-05-30 00:00:00,29447.08,29323.26,29316.89,29454.94,56,True,False,1.0283133594286584,1.000919911074125,98.51411589895989,30.75780089153046,29296.31,29447.07,False,False
57,2022-05-30 00:15:00,29322.94,29333.93,29319.31,29378.75,57,True,False,1.030108819377424,1.001284120764697,98.95988112927192,34.76968796433878,29296.31,29447.07,False,False
58,2022-05-30 00:30:00,29332.55,29296.31,29273.65,29352.8,58,True,False,1.031431603502284,1.0,99.55423476968797,10.549777117384844,29296.31,29355.44,True,False
59,2022-05-30 00:45:00,29296.49,29299.22,29282.42,29320.08,59,True,False,1.0313291616636893,1.0,99.40564635958395,10.549777117384844,29296.31,29431.47,False,False
60,2022-05-30 01:00:00,29299.2,29355.44,29294.03,29362.03,60,True,False,1.0307585238034245,1.0,99.25705794947994,10.549777117384844,29296.31,29649.6,False,False
61,2022-05-30 01:15:00,29355.42,29431.47,29355.42,29442.52,61,True,False,1.030122178742686,1.0,99.10846953937593,10.549777117384844,29299.22,29743.21,False,False
62,2022-05-30 01:30:00,29431.47,29649.6,29431.47,29667.33,62,True,False,1.0230208839242352,1.0,98.21693907875186,10.549777117384844,29355.44,30061.23,False,False
63,2022-05-30 01:45:00,29649.57,29743.21,29600.08,29748.16,63,True,False,1.0198011579785773,1.0,96.87964338781575,10.549777117384844,29431.47,30153.5,False,False
64,2022-05-30 02:00:00,29742.85,30061.23,29728.38,30197.0,64,False,False,1.0090126052726385,1.0,88.26151560178306,10.549777117384844,29649.6,30217.14,False,False
65,2022-05-30 02:15:00,30061.23,30153.5,30061.22,30214.98,65,False,False,1.0059250169963685,1.0,74.44279346210996,10.549777117384844,29743.21,30217.14,False,False
66,2022-05-30 02:30:00,30153.92,30217.14,30072.91,30255.0,66,False,False,1.0038064489226974,1.0007173259044069,58.09806835066865,28.52897473997028,30061.23,30217.14,False,True
67,2022-05-30 02:45:00,30217.15,30195.48,30140.4,30233.37,67,False,False,1.0053262938691487,1.0,71.61961367013373,10.549777117384844,30153.5,30258.37,False,False
68,2022-05-30 03:00:00,30195.48,30199.99,30187.92,30369.69,68,False,False,1.0051761606543579,1.0,70.43090638930164,10.549777117384844,30195.48,30318.01,False,False
69,2022-05-30 03:15:00,30200.0,30258.37,30181.89,30267.02,69,False,False,1.003236790349249,1.0,50.81723625557206,10.549777117384844,30195.48,30332.16,False,False
70,2022-05-30 03:30:00,30258.5,30318.01,30242.81,30339.18,70,False,False,1.004101852331337,1.0005900964781338,60.92124814264487,27.043090638930163,30199.99,30332.16,False,False
71,2022-05-30 03:45:00,30318.01,30332.16,30266.24,30388.0,71,False,False,1.0073997367810272,1.0010570911741963,82.02080237741455,31.946508172362556,30258.37,30332.16,False,True
72,2022-05-30 04:00:00,30332.57,30300.13,30240.4,30403.51,72,False,False,1.0089052423207425,1.0,87.66716196136701,10.549777117384844,30300.13,30332.16,True,False
73,2022-05-30 04:15:00,30300.13,30327.19,30280.08,30346.8,73,True,False,1.0112328244060858,1.0007067960985647,93.16493313521545,28.231797919762258,30300.13,30332.16,False,False
74,2022-05-30 04:30:00,30327.2,30310.23,30203.8,30329.78,74,True,False,1.0123271911826468,1.000147166694659,94.20505200594354,22.58543833580981,30300.13,30356.31,False,False
75,2022-05-30 04:45:00,30311.28,30305.77,30265.75,30334.64,75,True,False,1.0124761720292867,1.0,94.65081723625558,10.549777117384844,30305.77,30356.31,True,False
76,2022-05-30 05:00:00,30305.73,30356.31,30290.92,30359.99,76,True,False,1.010790507805461,1.001657092683352,92.27340267459138,38.7815750371471,30305.77,30356.31,False,True
77,2022-05-30 05:15:00,30356.13,30325.87,30307.06,30367.64,77,True,False,1.011805102376288,1.000652674099496,93.46210995542347,27.786032689450224,30305.77,30442.37,False,False
78,2022-05-30 05:30:00,30325.87,30306.09,30295.51,30392.53,78,True,False,1.012465481360347,1.0,94.50222882615157,10.549777117384844,30306.09,30556.61,True,False
79,2022-05-30 05:45:00,30306.09,30442.37,30270.5,30449.0,79,False,False,1.0079330222975411,1.0,84.69539375928677,10.549777117384844,30306.09,30569.96,False,False
80,2022-05-30 06:00:00,30439.36,30556.61,30395.41,30570.64,80,False,False,1.0045459885766124,1.0,64.78454680534918,10.549777117384844,30306.09,30667.85,False,False
81,2022-05-30 06:15:00,30555.75,30569.96,30526.47,30890.51,81,False,False,1.0041073001076875,1.0002097269459862,61.06983655274889,23.476968796433876,30442.37,30683.87,False,False
82,2022-05-30 06:30:00,30569.96,30667.85,30563.84,30799.28,82,False,False,1.0018331901323374,1.0034125616952219,36.40416047548291,58.09806835066865,30556.61,30683.87,False,False
83,2022-05-30 06:45:00,30667.85,30683.87,30644.41,30782.4,83,False,False,1.0013101346081834,1.003936715466626,32.09509658246657,63.298662704309066,30563.55,30683.87,False,True
84,2022-05-30 07:00:00,30683.88,30588.94,30508.24,30727.92,84,False,False,1.004417609763529,1.0008307281058646,64.04160475482912,29.71768202080238,30563.55,30683.87,False,False
85,2022-05-30 07:15:00,30588.94,30563.55,30532.66,30635.95,85,False,False,1.0052520077019849,1.0,71.02526002971769,10.549777117384844,30563.55,30683.87,True,False
86,2022-05-30 07:30:00,30563.54,30615.88,30526.59,30633.34,86,False,False,1.0035337870412349,1.0010191366862724,54.82912332838038,31.50074294205052,30563.55,30626.71,False,False
87,2022-05-30 07:45:00,30615.87,30626.71,30603.56,30658.65,87,False,False,1.0031789245400502,1.0013732351884324,49.925705794947994,36.10698365527489,30563.55,30695.52,False,False
88,2022-05-30 08:00:00,30626.01,30584.71,30557.16,30663.07,88,False,False,1.0045565251395223,1.0,64.93313521545319,10.549777117384844,30584.71,30695.52,True,False
89,2022-05-30 08:15:00,30584.7,30695.52,30583.3,30727.26,89,False,False,1.0009301031551183,1.0030137282625495,28.083209509658246,53.789004457652304,30584.71,30724.07,False,False
90,2022-05-30 08:30:00,30696.16,30675.96,30652.32,30714.99,90,False,False,1.0015683290759279,1.0029982742757222,34.472511144130756,53.34323922734027,30584.71,30724.07,False,False
91,2022-05-30 08:45:00,30676.06,30724.07,30657.25,30731.91,91,False,False,1.0,1.0045713056323744,8.320950965824666,67.90490341753343,30603.29,30724.07,False,True
92,2022-05-30 09:00:00,30723.8,30603.29,30581.25,30757.77,92,False,False,1.003109469602778,1.0006222154794657,49.18276374442794,27.340267459138186,30603.29,30724.07,True,False
93,2022-05-30 09:15:00,30603.29,30676.25,30584.27,30685.85,93,False,False,1.0007236868913247,1.0030077562772486,25.557206537890046,53.64041604754829,30603.29,30724.07,False,False
94,2022-05-30 09:30:00,30677.01,30647.19,30631.15,30735.82,94,False,False,1.0016725840117806,1.0020575943312018,35.06686478454681,43.23922734026746,30603.29,30698.45,False,False
95,2022-05-30 09:45:00,30647.1,30698.45,30645.2,30729.91,95,False,False,1.0011111310180156,1.0037336198423634,30.0148588410104,61.36701337295691,30608.22,30698.45,False,True
96,2022-05-30 10:00:00,30698.45,30609.22,30553.0,30745.8,96,False,False,1.004029504835471,1.0051741021671725,60.0297176820208,73.25408618127786,30608.22,30698.45,False,False
97,2022-05-30 10:15:00,30609.19,30608.22,30575.72,30638.5,97,False,False,1.0040623074455162,1.0063107672308276,60.475482912332836,80.23774145616642,30584.26,30698.45,False,False
98,2022-05-30 10:30:00,30608.22,30630.98,30544.31,30664.89,98,False,False,1.0033162504105322,1.00705905096187,52.600297176820206,82.31797919762259,30584.26,30630.98,False,True
99,2022-05-30 10:45:00,30630.44,30584.26,30569.74,30643.88,99,False,False,1.0048488994011953,1.008584636429171,67.90490341753343,87.66716196136701,30584.26,30668.23,True,False
100,2022-05-30 11:00:00,30585.16,30622.53,30567.34,30639.59,100,False,False,1.0035931061215386,1.0098466755969047,55.72065378900446,88.8558692421991,30584.26,30668.23,False,False
101,2022-05-30 11:15:00,30622.52,30668.23,30607.02,30688.8,101,False,True,1.0020976104587713,1.0113537356952955,38.93016344725111,90.49034175334324,30584.26,30668.23,False,True
102,2022-05-30 11:30:00,30668.24,30652.86,30635.58,30690.0,102,False,True,1.0026000836463547,1.0108468754390096,45.46805349182764,90.0445765230312,30622.53,30732.56,False,False
103,2022-05-30 11:45:00,30653.07,30652.25,30593.93,30653.85,103,False,True,1.0026200360495559,1.0108267593195344,45.91381872213967,89.89598811292718,30451.66,30732.56,False,False
104,2022-05-30 12:00:00,30651.59,30732.56,30633.07,30775.0,104,False,True,1.0,1.0134751618688074,8.320950965824666,93.16493313521545,30416.27,30732.56,False,True
105,2022-05-30 12:15:00,30732.57,30451.66,30437.19,30904.33,105,False,False,1.0066630193559234,1.0042118537366846,79.64338781575037,64.93313521545319,30416.27,30732.56,False,False
106,2022-05-30 12:30:00,30458.98,30416.27,30325.0,30511.2,106,False,False,1.0078342939486005,1.0030447890346703,84.10104011887073,54.08618127786033,30323.94,30732.56,False,False
107,2022-05-30 12:45:00,30412.67,30513.77,30382.38,30565.0,107,False,False,1.004613982474142,1.0062600704262046,65.67607726597325,80.0891530460624,30323.94,30513.77,False,True
108,2022-05-30 13:00:00,30513.8,30323.94,30314.47,30549.59,108,True,False,1.01090293675558,1.0,92.42199108469539,10.549777117384844,30323.94,30513.77,True,False
109,2022-05-30 13:15:00,30322.7,30331.09,30235.9,30370.84,109,True,False,1.0106646348680512,1.0,91.53046062407132,10.549777117384844,30323.94,30513.77,False,False
110,2022-05-30 13:30:00,30331.09,30381.16,30294.74,30420.48,110,False,False,1.0089989980632734,1.0,88.11292719167905,10.549777117384844,30323.94,30576.23,False,False
111,2022-05-30 13:45:00,30381.16,30497.37,30354.0,30502.51,111,False,False,1.0051542149372226,1.0019472306090065,69.98514115898959,42.4962852897474,30331.09,30654.56,False,False
112,2022-05-30 14:00:00,30497.37,30576.23,30468.43,30728.21,112,False,False,1.0025617939163853,1.0045380624940454,44.87369985141159,67.60772659732541,30381.16,30654.56,False,False
113,2022-05-30 14:15:00,30577.09,30654.56,30563.55,30694.09,113,False,False,1.0,1.0071114819913203,8.320950965824666,82.61515601783061,30438.1,30654.56,False,True
114,2022-05-30 14:30:00,30654.55,30438.1,30420.0,30687.69,114,False,False,1.0066383907011278,1.0,79.49479940564636,10.549777117384844,30438.1,30654.56,True,False
115,2022-05-30 14:45:00,30436.81,30445.35,30420.71,30505.44,115,False,False,1.006398678287489,1.0,77.41456166419019,10.549777117384844,30438.1,30654.56,False,False
116,2022-05-30 15:00:00,30447.57,30564.23,30427.8,30570.69,116,False,False,1.0052312785239477,1.0000032718091436,70.72808320950966,21.099554234769688,30438.1,30604.16,False,False
117,2022-05-30 15:15:00,30563.47,30564.13,30481.23,30575.0,117,False,False,1.0055352467091325,1.0,72.36255572065379,10.549777117384844,30445.35,30619.39,False,False
118,2022-05-30 15:30:00,30564.06,30604.16,30495.0,30604.16,118,False,False,1.004220014533972,1.0003994516202634,61.812778603268946,25.11144130757801,30564.13,30619.39,False,False
119,2022-05-30 15:45:00,30601.7,30619.39,30571.13,30653.12,119,False,False,1.0037205182728983,1.0008972951699042,57.5037147102526,30.460624071322435,30564.13,30640.16,False,False
120,2022-05-30 16:00:00,30619.94,30591.94,30576.01,30646.32,120,False,False,1.0046211518458785,1.0,65.82466567607726,10.549777117384844,30591.94,30640.16,True,False
121,2022-05-30 16:15:00,30591.79,30640.16,30546.32,30670.0,121,False,False,1.0030401277277925,1.0013032560486375,48.736998514115896,35.21545319465082,30591.94,30640.16,False,True
122,2022-05-30 16:30:00,30639.73,30626.15,30567.84,30672.6,122,False,False,1.003498970650898,1.0008454171007586,54.38335809806835,30.0148588410104,30591.94,30640.16,False,False
123,2022-05-30 16:45:00,30626.14,30600.28,30555.35,30699.99,123,False,False,1.0048303479576004,1.0,67.60772659732541,10.549777117384844,30600.28,30724.12,True,False
124,2022-05-30 17:00:00,30600.28,30622.56,30563.32,30627.06,124,False,False,1.0040992653782048,1.0,60.77265973254086,10.549777117384844,30600.28,30733.31,False,False
125,2022-05-30 17:15:00,30622.56,30724.12,30621.93,30742.0,125,False,False,1.0007801688054858,1.0019867463278458,26.59732540861813,42.79346210995542,30600.28,30733.31,False,False
126,2022-05-30 17:30:00,30724.12,30733.31,30675.44,30766.54,126,False,False,1.0004809114280238,1.0036097322351962,22.13967310549777,60.0297176820208,30622.56,30733.31,False,True
127,2022-05-30 17:45:00,30733.3,30688.87,30679.88,30763.7,127,False,False,1.001929689819143,1.002158524522765,37.147102526002975,44.87369985141159,30672.15,30733.31,False,False
128,2022-05-30 18:00:00,30691.45,30692.36,30672.0,30709.0,128,True,False,1.019098238128316,1.0022724920051322,96.43387815750371,46.210995542347696,30672.15,30733.31,False,False
129,2022-05-30 18:15:00,30693.02,30672.15,30642.09,30700.0,129,True,False,1.0197697259566088,1.0016125255814545,96.73105497771174,38.48439821693908,30663.2,30703.84,False,False
130,2022-05-30 18:30:00,30672.16,30703.84,30635.3,30703.84,130,True,False,1.0187172027993892,1.0026473764456971,96.13670133729569,49.925705794947994,30663.2,30748.09,False,False
131,2022-05-30 18:45:00,30703.83,30663.2,30660.43,30707.96,131,True,False,1.021281862297477,1.0013202594017458,97.47399702823179,35.51263001485884,30663.2,30748.09,True,False
132,2022-05-30 19:00:00,30663.19,30748.09,30659.87,30756.49,132,True,False,1.029449959330807,1.004092379624704,98.6627043090639,64.19019316493313,30663.2,30748.09,False,True
133,2022-05-30 19:15:00,30748.08,30733.75,30710.3,30748.09,133,True,False,1.0299302883637695,1.0036241006283886,98.81129271916791,60.326894502228825,30622.77,30748.09,False,False
134,2022-05-30 19:30:00,30733.74,30679.83,30679.65,30846.63,134,True,False,1.0360927684410246,1.00186331935354,99.85141158989599,41.45616641901932,30622.77,30748.09,False,False
135,2022-05-30 19:45:00,30680.75,30622.77,30559.86,30693.2,135,True,False,1.0380233401485235,1.0,100.0,10.549777117384844,30622.77,31278.53,True,False
136,2022-05-30 20:00:00,30622.77,30741.71,30500.0,30754.61,136,True,False,1.0340072169049803,1.0,99.70282317979198,10.549777117384844,30622.77,31278.53,False,False
137,2022-05-30 20:15:00,30740.06,31278.53,30740.05,31400.0,137,True,False,1.0162609943625869,1.0017201059926046,95.54234769687965,40.11887072808321,30622.77,31278.53,False,True
138,2022-05-30 20:30:00,31278.63,31224.82,31066.96,31324.64,138,True,False,1.0180090709890401,1.0,95.83952451708767,10.549777117384844,30741.71,31315.77,False,False
139,2022-05-30 20:45:00,31226.13,31256.8,31110.8,31279.11,139,True,False,1.0189968262905993,1.0,96.2852897473997,10.549777117384844,31224.82,31653.62,False,False
140,2022-05-30 21:00:00,31256.8,31315.77,31203.3,31390.72,140,True,False,1.017077977006473,1.0,95.69093610698366,10.549777117384844,31224.82,31653.62,False,False
141,2022-05-30 21:15:00,31315.77,31653.62,31309.86,32232.16,141,False,False,1.0062223530831547,1.0024988345106465,76.67161961367013,48.29123328380386,31256.8,31787.15,False,False
142,2022-05-30 21:30:00,31656.48,31574.72,31519.76,31793.79,142,False,False,1.0087367362244226,1.0,86.92421991084696,10.549777117384844,31315.77,31787.15,False,False
143,2022-05-30 21:45:00,31574.72,31787.15,31553.62,31855.0,143,False,False,1.001995460429765,1.005212775410778,37.89004457652303,73.55126300148588,31574.72,31787.15,False,True
144,2022-05-30 22:00:00,31787.14,31622.31,31601.0,31891.56,144,False,False,1.0072186377276044,1.0,81.42644873699851,10.549777117384844,31574.72,31787.15,False,False
145,2022-05-30 22:15:00,31622.3,31647.27,31490.9,31686.62,145,False,False,1.0064242508121555,1.0023481992441041,77.5631500742942,47.25111441307578,31622.31,31787.15,False,False
146,2022-05-30 22:30:00,31647.19,31689.44,31571.6,31721.36,146,False,False,1.0050849746792623,1.004063853125897,69.68796433878157,64.04160475482912,31622.31,31850.58,False,False
147,2022-05-30 22:45:00,31689.44,31757.96,31650.85,31757.96,147,False,False,1.0029164341790218,1.0068547242939914,48.29123328380386,81.42644873699851,31647.27,31850.58,False,False
148,2022-05-30 23:00:00,31757.96,31850.58,31606.22,31880.52,148,False,False,1.0,1.0097911498252317,8.320950965824666,88.7072808320951,31689.44,31850.58,False,True
149,2022-05-30 23:15:00,31850.58,31784.17,31738.0,31864.04,149,False,False,1.0,1.008766676346763,8.320950965824666,87.81575037147103,31711.42,31850.58,False,False
150,2022-05-30 23:30:00,31785.79,31754.11,31690.0,31789.49,150,False,False,1.0,1.007812631415246,8.320950965824666,85.28974739970282,31629.12,31850.58,False,False
151,2022-05-30 23:45:00,31754.11,31711.42,31660.21,31766.14,151,False,False,1.0,1.0064577352699873,8.320950965824666,80.53491827637444,31629.12,31784.17,False,False
152,2022-05-31 00:00:00,31716.67,31629.12,31621.92,31842.0,152,False,False,1.0010231078196294,1.0038456960862259,29.27191679049034,62.40713224368499,31573.13,31754.11,False,False
153,2022-05-31 00:15:00,31629.12,31650.56,31584.2,31664.84,153,False,False,1.0003450175921058,1.0045261592709143,20.059435364041605,67.31054977711739,31561.18,31711.42,False,False
154,2022-05-31 00:30:00,31647.64,31573.13,31551.82,31655.48,154,False,False,1.003280004231446,1.0020686842527045,51.70876671619614,43.38781575037147,31541.75,31650.56,False,False
155,2022-05-31 00:45:00,31573.13,31561.18,31425.07,31585.43,155,False,False,1.0074848278803263,1.0016894148937014,82.61515601783061,39.524517087667164,31541.75,31650.56,False,False
156,2022-05-31 01:00:00,31559.32,31541.75,31500.74,31571.99,156,False,False,1.0081054475417501,1.0010727451325776,85.14115898959881,32.39227340267459,31507.95,31573.13,False,False
157,2022-05-31 01:15:00,31541.9,31554.23,31472.23,31575.03,157,False,False,1.0077067321877289,1.0014688356430679,83.6552748885587,37.147102526002975,31507.95,31561.18,False,False
158,2022-05-31 01:30:00,31554.14,31507.95,31428.88,31604.35,158,False,False,1.0091868877537256,1.0,89.00445765230312,10.549777117384844,31507.95,31610.92,True,False
159,2022-05-31 01:45:00,31507.96,31547.42,31506.59,31555.77,159,False,False,1.0079242613183583,1.0,84.54680534918276,10.549777117384844,31507.95,31661.48,False,False
